parentEventID,eventID,island,locality,eventDate,maximumDepthInMeters,decimalLatitude,decimalLongitude,georeferenceProtocol,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,geodeticDatum,verbatimCoordinateSystem,Country,countryCode
BR:PELD-ILOC:Trindade_Monumento_2013,BR:PELD-ILOC:Trindade_Monumento_2013_4817,Trindade,Monumento,2013,8.9,-20.500321,-29.345222,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Orelhas_2014,BR:PELD-ILOC:Trindade_Orelhas_2014_4817,Trindade,Orelhas,2014,11,-20.492884,-29.344021,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Monumento_2013,BR:PELD-ILOC:Trindade_Monumento_2013_4818,Trindade,Monumento,2013,8.9,-20.500321,-29.345222,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Ponta_Norte_2014,BR:PELD-ILOC:Trindade_Ponta_Norte_2014_4818,Trindade,Ponta Norte,2014,10,-20.4892,-29.339223,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Monumento_2013,BR:PELD-ILOC:Trindade_Monumento_2013_4819,Trindade,Monumento,2013,9.6,-20.500321,-29.345222,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Monumento_2013,BR:PELD-ILOC:Trindade_Monumento_2013_4819,Trindade,Monumento,2013,9.9,-20.500321,-29.345222,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Ponta_Norte_2014,BR:PELD-ILOC:Trindade_Ponta_Norte_2014_4819,Trindade,Ponta Norte,2014,13.5,-20.4892,-29.339223,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Monumento_2013,BR:PELD-ILOC:Trindade_Monumento_2013_4820,Trindade,Monumento,2013,9.9,-20.500321,-29.345222,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Ponta_Norte_2014,BR:PELD-ILOC:Trindade_Ponta_Norte_2014_4820,Trindade,Ponta Norte,2014,13.5,-20.4892,-29.339223,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Monumento_2013,BR:PELD-ILOC:Trindade_Monumento_2013_4821,Trindade,Monumento,2013,12.1,-20.500321,-29.345222,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Ponta_Norte_2014,BR:PELD-ILOC:Trindade_Ponta_Norte_2014_4821,Trindade,Ponta Norte,2014,13.5,-20.4892,-29.339223,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Monumento_2013,BR:PELD-ILOC:Trindade_Monumento_2013_4822,Trindade,Monumento,2013,12,-20.500321,-29.345222,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Ponta_Norte_2014,BR:PELD-ILOC:Trindade_Ponta_Norte_2014_4822,Trindade,Ponta Norte,2014,13.5,-20.4892,-29.339223,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Monumento_2013,BR:PELD-ILOC:Trindade_Monumento_2013_4823,Trindade,Monumento,2013,11.8,-20.500321,-29.345222,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Farilhoes_2014,BR:PELD-ILOC:Trindade_Farilhoes_2014_4823,Trindade,Farilhões,2014,20,-20.522423,-29.331352,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Monumento_2013,BR:PELD-ILOC:Trindade_Monumento_2013_4824,Trindade,Monumento,2013,13.4,-20.500321,-29.345222,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Monumento_2013,BR:PELD-ILOC:Trindade_Monumento_2013_4824,Trindade,Monumento,2013,12,-20.500321,-29.345222,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Farilhoes_2014,BR:PELD-ILOC:Trindade_Farilhoes_2014_4824,Trindade,Farilhões,2014,20.6,-20.522423,-29.331352,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Monumento_2013,BR:PELD-ILOC:Trindade_Monumento_2013_4825,Trindade,Monumento,2013,12,-20.500321,-29.345222,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Farilhoes_2014,BR:PELD-ILOC:Trindade_Farilhoes_2014_4825,Trindade,Farilhões,2014,20,-20.522423,-29.331352,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Paredao_2013,BR:PELD-ILOC:Trindade_Paredao_2013_4826,Trindade,Paredão,2013,21,-20.527171,-29.305097,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Farilhoes_2014,BR:PELD-ILOC:Trindade_Farilhoes_2014_4826,Trindade,Farilhões,2014,10.8,-20.522423,-29.331352,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Paredao_2013,BR:PELD-ILOC:Trindade_Paredao_2013_4827,Trindade,Paredão,2013,16.5,-20.527171,-29.305097,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_do_Eme_2014,BR:PELD-ILOC:Trindade_Praia_do_Eme_2014_4827,Trindade,Praia do Eme,2014,19,-20.515618,-29.337928,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Paredao_2013,BR:PELD-ILOC:Trindade_Paredao_2013_4828,Trindade,Paredão,2013,15,-20.527171,-29.305097,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_do_Eme_2014,BR:PELD-ILOC:Trindade_Praia_do_Eme_2014_4828,Trindade,Praia do Eme,2014,18,-20.515618,-29.337928,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Paredao_2013,BR:PELD-ILOC:Trindade_Paredao_2013_4829,Trindade,Paredão,2013,14.3,-20.527171,-29.305097,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_do_Eme_2014,BR:PELD-ILOC:Trindade_Praia_do_Eme_2014_4829,Trindade,Praia do Eme,2014,18,-20.515618,-29.337928,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Paredao_2013,BR:PELD-ILOC:Trindade_Paredao_2013_4830,Trindade,Paredão,2013,10,-20.527171,-29.305097,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_do_Eme_2014,BR:PELD-ILOC:Trindade_Praia_do_Eme_2014_4830,Trindade,Praia do Eme,2014,18,-20.515618,-29.337928,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Paredao_2013,BR:PELD-ILOC:Trindade_Paredao_2013_4831,Trindade,Paredão,2013,13,-20.527171,-29.305097,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_do_Eme_2014,BR:PELD-ILOC:Trindade_Praia_do_Eme_2014_4831,Trindade,Praia do Eme,2014,14,-20.515618,-29.337928,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Paredao_2013,BR:PELD-ILOC:Trindade_Paredao_2013_4832,Trindade,Paredão,2013,13,-20.527171,-29.305097,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_do_Eme_2014,BR:PELD-ILOC:Trindade_Praia_do_Eme_2014_4832,Trindade,Praia do Eme,2014,14,-20.515618,-29.337928,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Paredao_2013,BR:PELD-ILOC:Trindade_Paredao_2013_4833,Trindade,Paredão,2013,11.5,-20.527171,-29.305097,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_do_Eme_2014,BR:PELD-ILOC:Trindade_Praia_do_Eme_2014_4833,Trindade,Praia do Eme,2014,13,-20.515618,-29.337928,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Paredao_2013,BR:PELD-ILOC:Trindade_Paredao_2013_4834,Trindade,Paredão,2013,11,-20.527171,-29.305097,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_do_Eme_2014,BR:PELD-ILOC:Trindade_Praia_do_Eme_2014_4834,Trindade,Praia do Eme,2014,13,-20.515618,-29.337928,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Paredao_2013,BR:PELD-ILOC:Trindade_Paredao_2013_4835,Trindade,Paredão,2013,10.5,-20.527171,-29.305097,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_do_Eme_2014,BR:PELD-ILOC:Trindade_Praia_do_Eme_2014_4835,Trindade,Praia do Eme,2014,4,-20.515618,-29.337928,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Paredao_2013,BR:PELD-ILOC:Trindade_Paredao_2013_4836,Trindade,Paredão,2013,21.2,-20.527171,-29.305097,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Ponta_Norte_2014,BR:PELD-ILOC:Trindade_Ponta_Norte_2014_4836,Trindade,Ponta Norte,2014,9.8,-20.4892,-29.339223,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Paredao_2013,BR:PELD-ILOC:Trindade_Paredao_2013_4837,Trindade,Paredão,2013,17.6,-20.527171,-29.305097,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_das_Cabritas_2014,BR:PELD-ILOC:Trindade_Praia_das_Cabritas_2014_4837,Trindade,Praia das Cabritas,2014,12.9,-20.490393,-29.332129,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Paredao_2013,BR:PELD-ILOC:Trindade_Paredao_2013_4838,Trindade,Paredão,2013,19.3,-20.527171,-29.305097,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_das_Cabritas_2014,BR:PELD-ILOC:Trindade_Praia_das_Cabritas_2014_4838,Trindade,Praia das Cabritas,2014,14.5,-20.490393,-29.332129,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Paredao_2013,BR:PELD-ILOC:Trindade_Paredao_2013_4839,Trindade,Paredão,2013,19,-20.527171,-29.305097,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_das_Cabritas_2014,BR:PELD-ILOC:Trindade_Praia_das_Cabritas_2014_4839,Trindade,Praia das Cabritas,2014,14.8,-20.490393,-29.332129,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Paredao_2013,BR:PELD-ILOC:Trindade_Paredao_2013_4840,Trindade,Paredão,2013,18,-20.527171,-29.305097,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Paredao_2013,BR:PELD-ILOC:Trindade_Paredao_2013_4840,Trindade,Paredão,2013,17,-20.527171,-29.305097,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_das_Cabritas_2014,BR:PELD-ILOC:Trindade_Praia_das_Cabritas_2014_4840,Trindade,Praia das Cabritas,2014,13.6,-20.490393,-29.332129,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Paredao_2013,BR:PELD-ILOC:Trindade_Paredao_2013_4841,Trindade,Paredão,2013,17,-20.527171,-29.305097,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_da_Calheta_2014,BR:PELD-ILOC:Trindade_Praia_da_Calheta_2014_4841,Trindade,Praia da Calheta,2014,15,-20.506512,-29.31243,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Paredao_2013,BR:PELD-ILOC:Trindade_Paredao_2013_4842,Trindade,Paredão,2013,15.8,-20.527171,-29.305097,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_da_Calheta_2014,BR:PELD-ILOC:Trindade_Praia_da_Calheta_2014_4842,Trindade,Praia da Calheta,2014,15,-20.506512,-29.31243,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Paredao_2013,BR:PELD-ILOC:Trindade_Paredao_2013_4843,Trindade,Paredão,2013,15.5,-20.527171,-29.305097,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_da_Calheta_2014,BR:PELD-ILOC:Trindade_Praia_da_Calheta_2014_4843,Trindade,Praia da Calheta,2014,16.5,-20.506512,-29.31243,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Paredao_2013,BR:PELD-ILOC:Trindade_Paredao_2013_4844,Trindade,Paredão,2013,13,-20.527171,-29.305097,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_das_Cabritas_2014,BR:PELD-ILOC:Trindade_Praia_das_Cabritas_2014_4844,Trindade,Praia das Cabritas,2014,10,-20.490393,-29.332129,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Paredao_2013,BR:PELD-ILOC:Trindade_Paredao_2013_4845,Trindade,Paredão,2013,13,-20.527171,-29.305097,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_das_Cabritas_2014,BR:PELD-ILOC:Trindade_Praia_das_Cabritas_2014_4845,Trindade,Praia das Cabritas,2014,10.3,-20.490393,-29.332129,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Orelhas_2013,BR:PELD-ILOC:Trindade_Orelhas_2013_4846,Trindade,Orelhas,2013,10.7,-20.492884,-29.344021,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_das_Cabritas_2014,BR:PELD-ILOC:Trindade_Praia_das_Cabritas_2014_4846,Trindade,Praia das Cabritas,2014,4.5,-20.490393,-29.332129,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Orelhas_2013,BR:PELD-ILOC:Trindade_Orelhas_2013_4847,Trindade,Orelhas,2013,11,-20.492884,-29.344021,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_das_Cabritas_2014,BR:PELD-ILOC:Trindade_Praia_das_Cabritas_2014_4847,Trindade,Praia das Cabritas,2014,4.2,-20.490393,-29.332129,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Orelhas_2013,BR:PELD-ILOC:Trindade_Orelhas_2013_4848,Trindade,Orelhas,2013,11.1,-20.492884,-29.344021,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_das_Cabritas_2014,BR:PELD-ILOC:Trindade_Praia_das_Cabritas_2014_4848,Trindade,Praia das Cabritas,2014,4.2,-20.490393,-29.332129,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Orelhas_2013,BR:PELD-ILOC:Trindade_Orelhas_2013_4849,Trindade,Orelhas,2013,11.2,-20.492884,-29.344021,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Farol_2014,BR:PELD-ILOC:Trindade_Farol_2014_4849,Trindade,Farol,2014,10.4,-20.49803,-29.321447,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Orelhas_2013,BR:PELD-ILOC:Trindade_Orelhas_2013_4850,Trindade,Orelhas,2013,11.5,-20.492884,-29.344021,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Farol_2014,BR:PELD-ILOC:Trindade_Farol_2014_4850,Trindade,Farol,2014,10.8,-20.49803,-29.321447,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Orelhas_2013,BR:PELD-ILOC:Trindade_Orelhas_2013_4851,Trindade,Orelhas,2013,5.2,-20.492884,-29.344021,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Farol_2014,BR:PELD-ILOC:Trindade_Farol_2014_4851,Trindade,Farol,2014,5.8,-20.49803,-29.321447,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Orelhas_2013,BR:PELD-ILOC:Trindade_Orelhas_2013_4852,Trindade,Orelhas,2013,7.3,-20.492884,-29.344021,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Farol_2014,BR:PELD-ILOC:Trindade_Farol_2014_4852,Trindade,Farol,2014,5,-20.49803,-29.321447,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Orelhas_2013,BR:PELD-ILOC:Trindade_Orelhas_2013_4853,Trindade,Orelhas,2013,9.5,-20.492884,-29.344021,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Farol_2014,BR:PELD-ILOC:Trindade_Farol_2014_4853,Trindade,Farol,2014,5,-20.49803,-29.321447,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Orelhas_2013,BR:PELD-ILOC:Trindade_Orelhas_2013_4854,Trindade,Orelhas,2013,12.5,-20.492884,-29.344021,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Racha_2014,BR:PELD-ILOC:Trindade_Racha_2014_4854,Trindade,Racha,2014,21.7,-20.505467,-29.347639,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Orelhas_2013,BR:PELD-ILOC:Trindade_Orelhas_2013_4855,Trindade,Orelhas,2013,12.9,-20.492884,-29.344021,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
