eventID,occurrenceID,measurementValue,analyzedBy,measurementType,measurementeUnity
BR:PELD-ILOC:Rocas_Falsa_Barreta_2017_rocasFalsa_Barreta2017aberta39FB_2017_aberta_t3_q (9).JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2017_rocasFalsa_Barreta2017aberta39FB_2017_aberta_t3_q (9).JPG_occ_8923,18.367346939999997,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2017_rocasFalsa_Barreta2017aberta39FB_2017_aberta_t3_q (9).JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2017_rocasFalsa_Barreta2017aberta39FB_2017_aberta_t3_q (9).JPG_occ_8924,81.63265306,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta110FB_2018_aberta_t1_q10.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta110FB_2018_aberta_t1_q10.JPG_occ_8925,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta110FB_2018_aberta_t1_q10.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta110FB_2018_aberta_t1_q10.JPG_occ_8926,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta110FB_2018_aberta_t1_q10.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta110FB_2018_aberta_t1_q10.JPG_occ_8927,64,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta110FB_2018_aberta_t1_q10.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta110FB_2018_aberta_t1_q10.JPG_occ_8928,26,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta110FB_2018_aberta_t1_q10.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta110FB_2018_aberta_t1_q10.JPG_occ_8929,6,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta111FB_2018_aberta_t1_q11.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta111FB_2018_aberta_t1_q11.JPG_occ_8930,6.181818182,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta111FB_2018_aberta_t1_q11.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta111FB_2018_aberta_t1_q11.JPG_occ_8931,83.45454545,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta111FB_2018_aberta_t1_q11.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta111FB_2018_aberta_t1_q11.JPG_occ_8932,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta111FB_2018_aberta_t1_q11.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta111FB_2018_aberta_t1_q11.JPG_occ_8933,6.363636364,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta111FB_2018_aberta_t1_q11.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta111FB_2018_aberta_t1_q11.JPG_occ_8934,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta11FB_2018_aberta_t1_q1.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta11FB_2018_aberta_t1_q1.JPG_occ_8935,4.181818182,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta11FB_2018_aberta_t1_q1.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta11FB_2018_aberta_t1_q1.JPG_occ_8936,91.81818182,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta11FB_2018_aberta_t1_q1.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta11FB_2018_aberta_t1_q1.JPG_occ_8937,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta11FB_2018_aberta_t1_q1.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta11FB_2018_aberta_t1_q1.JPG_occ_8938,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta12FB_2018_aberta_t1_q2.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta12FB_2018_aberta_t1_q2.JPG_occ_8939,2.6,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta12FB_2018_aberta_t1_q2.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta12FB_2018_aberta_t1_q2.JPG_occ_8940,2.6,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta12FB_2018_aberta_t1_q2.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta12FB_2018_aberta_t1_q2.JPG_occ_8941,85.03333333,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta12FB_2018_aberta_t1_q2.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta12FB_2018_aberta_t1_q2.JPG_occ_8942,5,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta12FB_2018_aberta_t1_q2.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta12FB_2018_aberta_t1_q2.JPG_occ_8943,4.766666667,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta13FB_2018_aberta_t1_q3.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta13FB_2018_aberta_t1_q3.JPG_occ_8944,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta13FB_2018_aberta_t1_q3.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta13FB_2018_aberta_t1_q3.JPG_occ_8945,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta13FB_2018_aberta_t1_q3.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta13FB_2018_aberta_t1_q3.JPG_occ_8946,12.36363636,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta13FB_2018_aberta_t1_q3.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta13FB_2018_aberta_t1_q3.JPG_occ_8947,71.63636364,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta13FB_2018_aberta_t1_q3.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta13FB_2018_aberta_t1_q3.JPG_occ_8948,10,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta13FB_2018_aberta_t1_q3.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta13FB_2018_aberta_t1_q3.JPG_occ_8949,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta14FB_2018_aberta_t1_q4.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta14FB_2018_aberta_t1_q4.JPG_occ_8950,4,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta14FB_2018_aberta_t1_q4.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta14FB_2018_aberta_t1_q4.JPG_occ_8951,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta14FB_2018_aberta_t1_q4.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta14FB_2018_aberta_t1_q4.JPG_occ_8952,12,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta14FB_2018_aberta_t1_q4.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta14FB_2018_aberta_t1_q4.JPG_occ_8953,22,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta14FB_2018_aberta_t1_q4.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta14FB_2018_aberta_t1_q4.JPG_occ_8954,42,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta14FB_2018_aberta_t1_q4.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta14FB_2018_aberta_t1_q4.JPG_occ_8955,8,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta14FB_2018_aberta_t1_q4.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta14FB_2018_aberta_t1_q4.JPG_occ_8956,6,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta14FB_2018_aberta_t1_q4.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta14FB_2018_aberta_t1_q4.JPG_occ_8957,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta14FB_2018_aberta_t1_q4.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta14FB_2018_aberta_t1_q4.JPG_occ_8958,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta15FB_2018_aberta_t1_q5.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta15FB_2018_aberta_t1_q5.JPG_occ_8959,84,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta15FB_2018_aberta_t1_q5.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta15FB_2018_aberta_t1_q5.JPG_occ_8960,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta15FB_2018_aberta_t1_q5.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta15FB_2018_aberta_t1_q5.JPG_occ_8961,12,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta15FB_2018_aberta_t1_q5.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta15FB_2018_aberta_t1_q5.JPG_occ_8962,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta16FB_2018_aberta_t1_q6.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta16FB_2018_aberta_t1_q6.JPG_occ_8963,92,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta16FB_2018_aberta_t1_q6.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta16FB_2018_aberta_t1_q6.JPG_occ_8964,8,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta17FB_2018_aberta_t1_q7.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta17FB_2018_aberta_t1_q7.JPG_occ_8965,4,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta17FB_2018_aberta_t1_q7.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta17FB_2018_aberta_t1_q7.JPG_occ_8966,12,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta17FB_2018_aberta_t1_q7.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta17FB_2018_aberta_t1_q7.JPG_occ_8967,59.16666667,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta17FB_2018_aberta_t1_q7.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta17FB_2018_aberta_t1_q7.JPG_occ_8968,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta17FB_2018_aberta_t1_q7.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta17FB_2018_aberta_t1_q7.JPG_occ_8969,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta17FB_2018_aberta_t1_q7.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta17FB_2018_aberta_t1_q7.JPG_occ_8970,2.166666667,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta17FB_2018_aberta_t1_q7.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta17FB_2018_aberta_t1_q7.JPG_occ_8971,4,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta17FB_2018_aberta_t1_q7.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta17FB_2018_aberta_t1_q7.JPG_occ_8972,4,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta17FB_2018_aberta_t1_q7.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta17FB_2018_aberta_t1_q7.JPG_occ_8973,8.5,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta17FB_2018_aberta_t1_q7.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta17FB_2018_aberta_t1_q7.JPG_occ_8974,2.166666667,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta18FB_2018_aberta_t1_q8.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta18FB_2018_aberta_t1_q8.JPG_occ_8975,4,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta18FB_2018_aberta_t1_q8.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta18FB_2018_aberta_t1_q8.JPG_occ_8976,34,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta18FB_2018_aberta_t1_q8.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta18FB_2018_aberta_t1_q8.JPG_occ_8977,48,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta18FB_2018_aberta_t1_q8.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta18FB_2018_aberta_t1_q8.JPG_occ_8978,4,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta18FB_2018_aberta_t1_q8.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta18FB_2018_aberta_t1_q8.JPG_occ_8979,6,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta18FB_2018_aberta_t1_q8.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta18FB_2018_aberta_t1_q8.JPG_occ_8980,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta18FB_2018_aberta_t1_q8.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta18FB_2018_aberta_t1_q8.JPG_occ_8981,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta19FB_2018_aberta_t1_q9.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta19FB_2018_aberta_t1_q9.JPG_occ_8982,68,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta19FB_2018_aberta_t1_q9.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta19FB_2018_aberta_t1_q9.JPG_occ_8983,26,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta19FB_2018_aberta_t1_q9.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta19FB_2018_aberta_t1_q9.JPG_occ_8984,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta19FB_2018_aberta_t1_q9.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta19FB_2018_aberta_t1_q9.JPG_occ_8985,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta19FB_2018_aberta_t1_q9.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta19FB_2018_aberta_t1_q9.JPG_occ_8986,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta210FB_2018_aberta_t2_q10.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta210FB_2018_aberta_t2_q10.JPG_occ_8987,10,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta210FB_2018_aberta_t2_q10.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta210FB_2018_aberta_t2_q10.JPG_occ_8988,16,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta210FB_2018_aberta_t2_q10.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta210FB_2018_aberta_t2_q10.JPG_occ_8989,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta210FB_2018_aberta_t2_q10.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta210FB_2018_aberta_t2_q10.JPG_occ_8990,20,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta210FB_2018_aberta_t2_q10.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta210FB_2018_aberta_t2_q10.JPG_occ_8991,4,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta210FB_2018_aberta_t2_q10.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta210FB_2018_aberta_t2_q10.JPG_occ_8992,10,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta210FB_2018_aberta_t2_q10.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta210FB_2018_aberta_t2_q10.JPG_occ_8993,38,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta211FB_2018_aberta_t2_q11.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta211FB_2018_aberta_t2_q11.JPG_occ_8994,6,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta211FB_2018_aberta_t2_q11.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta211FB_2018_aberta_t2_q11.JPG_occ_8995,88,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta211FB_2018_aberta_t2_q11.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta211FB_2018_aberta_t2_q11.JPG_occ_8996,6,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta21FB_2018_aberta_t2_q1.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta21FB_2018_aberta_t2_q1.JPG_occ_8997,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta21FB_2018_aberta_t2_q1.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta21FB_2018_aberta_t2_q1.JPG_occ_8998,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta21FB_2018_aberta_t2_q1.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta21FB_2018_aberta_t2_q1.JPG_occ_8999,12,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta21FB_2018_aberta_t2_q1.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta21FB_2018_aberta_t2_q1.JPG_occ_9000,16.166666667,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta21FB_2018_aberta_t2_q1.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta21FB_2018_aberta_t2_q1.JPG_occ_9001,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta21FB_2018_aberta_t2_q1.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta21FB_2018_aberta_t2_q1.JPG_occ_9002,2,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta21FB_2018_aberta_t2_q1.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta21FB_2018_aberta_t2_q1.JPG_occ_9003,6.166666666999999,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta21FB_2018_aberta_t2_q1.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta21FB_2018_aberta_t2_q1.JPG_occ_9004,6,Vitor Picolotto,Percentage cover,dimensionless
BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta21FB_2018_aberta_t2_q1.JPG,BR:PELD-ILOC:Rocas_Falsa_Barreta_2018_rocasFalsa_Barreta2018aberta21FB_2018_aberta_t2_q1.JPG_occ_9005,4,Vitor Picolotto,Percentage cover,dimensionless
