eventID,occurrenceID,scientificName,analyzedBy,scientificNameID,taxonRank,organismQuantityType,basisOfRecord
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada24AN_2013_fechada_t2_q4.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada24AN_2013_fechada_t2_q4.JPG_occ_6195,Turf,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada24AN_2013_fechada_t2_q4.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada24AN_2013_fechada_t2_q4.JPG_occ_6196,Zoantharia,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:607338,Order,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada25AN_2013_fechada_t2_q5.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada25AN_2013_fechada_t2_q5.JPG_occ_6197,Sand gravel,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada25AN_2013_fechada_t2_q5.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada25AN_2013_fechada_t2_q5.JPG_occ_6198,Amphiroideae,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:368753,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada25AN_2013_fechada_t2_q5.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada25AN_2013_fechada_t2_q5.JPG_occ_6199,Lithophylloideae,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada25AN_2013_fechada_t2_q5.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada25AN_2013_fechada_t2_q5.JPG_occ_6200,Cyanobacteria,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:146537,Phylum,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada25AN_2013_fechada_t2_q5.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada25AN_2013_fechada_t2_q5.JPG_occ_6201,Siderastrea,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:204291,Genus,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada25AN_2013_fechada_t2_q5.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada25AN_2013_fechada_t2_q5.JPG_occ_6202,Zoantharia,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:607338,Order,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada26AN_2013_fechada_t2_q6.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada26AN_2013_fechada_t2_q6.JPG_occ_6203,Sand gravel,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada26AN_2013_fechada_t2_q6.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada26AN_2013_fechada_t2_q6.JPG_occ_6204,Amphiroideae,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:368753,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada26AN_2013_fechada_t2_q6.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada26AN_2013_fechada_t2_q6.JPG_occ_6205,Lithophylloideae,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada26AN_2013_fechada_t2_q6.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada26AN_2013_fechada_t2_q6.JPG_occ_6206,Turf,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada26AN_2013_fechada_t2_q6.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada26AN_2013_fechada_t2_q6.JPG_occ_6207,Zoantharia,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:607338,Order,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada27AN_2013_fechada_t2_q7.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada27AN_2013_fechada_t2_q7.JPG_occ_6208,Sand gravel,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada27AN_2013_fechada_t2_q7.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada27AN_2013_fechada_t2_q7.JPG_occ_6209,Amphiroideae,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:368753,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada27AN_2013_fechada_t2_q7.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada27AN_2013_fechada_t2_q7.JPG_occ_6210,Lithophylloideae,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada27AN_2013_fechada_t2_q7.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada27AN_2013_fechada_t2_q7.JPG_occ_6211,Turf,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada27AN_2013_fechada_t2_q7.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada27AN_2013_fechada_t2_q7.JPG_occ_6212,Zoantharia,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:607338,Order,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada28AN_2013_fechada_t2_q8.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada28AN_2013_fechada_t2_q8.JPG_occ_6213,Amphiroideae,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:368753,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada28AN_2013_fechada_t2_q8.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada28AN_2013_fechada_t2_q8.JPG_occ_6214,Lithophylloideae,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada28AN_2013_fechada_t2_q8.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada28AN_2013_fechada_t2_q8.JPG_occ_6215,Cyanobacteria,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:146537,Phylum,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada28AN_2013_fechada_t2_q8.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada28AN_2013_fechada_t2_q8.JPG_occ_6216,Siderastrea,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:204291,Genus,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada28AN_2013_fechada_t2_q8.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada28AN_2013_fechada_t2_q8.JPG_occ_6217,Turf,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada28AN_2013_fechada_t2_q8.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada28AN_2013_fechada_t2_q8.JPG_occ_6218,Zoantharia,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:607338,Order,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada310AN_2013_fechada_t3_q10.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada310AN_2013_fechada_t3_q10.JPG_occ_6219,Sand gravel,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada310AN_2013_fechada_t3_q10.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada310AN_2013_fechada_t3_q10.JPG_occ_6220,Lithophylloideae,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada310AN_2013_fechada_t3_q10.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada310AN_2013_fechada_t3_q10.JPG_occ_6221,Cyanobacteria,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:146537,Phylum,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada310AN_2013_fechada_t3_q10.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada310AN_2013_fechada_t3_q10.JPG_occ_6222,Turf,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada310AN_2013_fechada_t3_q10.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada310AN_2013_fechada_t3_q10.JPG_occ_6223,Zoantharia,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:607338,Order,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada31AN_2013_fechada_t3_q1.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada31AN_2013_fechada_t3_q1.JPG_occ_6224,Sand gravel,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada31AN_2013_fechada_t3_q1.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada31AN_2013_fechada_t3_q1.JPG_occ_6225,Lithophylloideae,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada31AN_2013_fechada_t3_q1.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada31AN_2013_fechada_t3_q1.JPG_occ_6226,Siderastrea,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:204291,Genus,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada31AN_2013_fechada_t3_q1.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada31AN_2013_fechada_t3_q1.JPG_occ_6227,Turf,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada31AN_2013_fechada_t3_q1.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada31AN_2013_fechada_t3_q1.JPG_occ_6228,Zoantharia,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:607338,Order,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada32AN_2013_fechada_t3_q2.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada32AN_2013_fechada_t3_q2.JPG_occ_6229,Sand gravel,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada32AN_2013_fechada_t3_q2.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada32AN_2013_fechada_t3_q2.JPG_occ_6230,Amphiroideae,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:368753,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada32AN_2013_fechada_t3_q2.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada32AN_2013_fechada_t3_q2.JPG_occ_6231,Lithophylloideae,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada32AN_2013_fechada_t3_q2.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada32AN_2013_fechada_t3_q2.JPG_occ_6232,Turf,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada32AN_2013_fechada_t3_q2.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada32AN_2013_fechada_t3_q2.JPG_occ_6233,Zoantharia,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:607338,Order,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada33AN_2013_fechada_t3_q3.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada33AN_2013_fechada_t3_q3.JPG_occ_6234,Sand gravel,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada33AN_2013_fechada_t3_q3.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada33AN_2013_fechada_t3_q3.JPG_occ_6235,Lithophylloideae,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada33AN_2013_fechada_t3_q3.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada33AN_2013_fechada_t3_q3.JPG_occ_6236,Cyanobacteria,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:146537,Phylum,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada33AN_2013_fechada_t3_q3.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada33AN_2013_fechada_t3_q3.JPG_occ_6237,Dictyota,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:144086,Genus,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada33AN_2013_fechada_t3_q3.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada33AN_2013_fechada_t3_q3.JPG_occ_6238,Siderastrea,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:204291,Genus,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada33AN_2013_fechada_t3_q3.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada33AN_2013_fechada_t3_q3.JPG_occ_6239,Turf,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada33AN_2013_fechada_t3_q3.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada33AN_2013_fechada_t3_q3.JPG_occ_6240,Zoantharia,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:607338,Order,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada34AN_2013_fechada_t3_q4.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada34AN_2013_fechada_t3_q4.JPG_occ_6241,Sand gravel,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada34AN_2013_fechada_t3_q4.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada34AN_2013_fechada_t3_q4.JPG_occ_6242,Lithophylloideae,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada35AN_2013_fechada_t3_q5.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada35AN_2013_fechada_t3_q5.JPG_occ_6243,Sand gravel,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada35AN_2013_fechada_t3_q5.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada35AN_2013_fechada_t3_q5.JPG_occ_6244,Lithophylloideae,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada35AN_2013_fechada_t3_q5.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada35AN_2013_fechada_t3_q5.JPG_occ_6245,Cyanobacteria,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:146537,Phylum,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada35AN_2013_fechada_t3_q5.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada35AN_2013_fechada_t3_q5.JPG_occ_6246,Turf,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada35AN_2013_fechada_t3_q5.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada35AN_2013_fechada_t3_q5.JPG_occ_6247,Zoantharia,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:607338,Order,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada36AN_2013_fechada_t3_q6.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada36AN_2013_fechada_t3_q6.JPG_occ_6248,Sand gravel,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada36AN_2013_fechada_t3_q6.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada36AN_2013_fechada_t3_q6.JPG_occ_6249,Lithophylloideae,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada36AN_2013_fechada_t3_q6.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada36AN_2013_fechada_t3_q6.JPG_occ_6250,Turf,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada36AN_2013_fechada_t3_q6.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada36AN_2013_fechada_t3_q6.JPG_occ_6251,Zoantharia,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:607338,Order,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada37AN_2013_fechada_t3_q7.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada37AN_2013_fechada_t3_q7.JPG_occ_6252,Sand gravel,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada37AN_2013_fechada_t3_q7.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada37AN_2013_fechada_t3_q7.JPG_occ_6253,Cyanobacteria,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:146537,Phylum,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada37AN_2013_fechada_t3_q7.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada37AN_2013_fechada_t3_q7.JPG_occ_6254,Siderastrea,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:204291,Genus,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada37AN_2013_fechada_t3_q7.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada37AN_2013_fechada_t3_q7.JPG_occ_6255,Turf,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada37AN_2013_fechada_t3_q7.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada37AN_2013_fechada_t3_q7.JPG_occ_6256,Zoantharia,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:607338,Order,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada38AN_2013_fechada_t3_q8.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada38AN_2013_fechada_t3_q8.JPG_occ_6257,Sand gravel,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada38AN_2013_fechada_t3_q8.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada38AN_2013_fechada_t3_q8.JPG_occ_6258,Lithophylloideae,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada38AN_2013_fechada_t3_q8.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada38AN_2013_fechada_t3_q8.JPG_occ_6259,Turf,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada39AN_2013_fechada_t3_q9.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada39AN_2013_fechada_t3_q9.JPG_occ_6260,Sand gravel,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada39AN_2013_fechada_t3_q9.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada39AN_2013_fechada_t3_q9.JPG_occ_6261,Amphiroideae,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:368753,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada39AN_2013_fechada_t3_q9.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada39AN_2013_fechada_t3_q9.JPG_occ_6262,Lithophylloideae,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada39AN_2013_fechada_t3_q9.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada39AN_2013_fechada_t3_q9.JPG_occ_6263,Turf,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada39AN_2013_fechada_t3_q9.JPG,BR:PELD-ILOC:Rocas_Ancoras_2013_rocasAncoras2013fechada39AN_2013_fechada_t3_q9.JPG_occ_6264,Zoantharia,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:607338,Order,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2014_rocasAncoras2014fechada110AN_2014_fechada_t1_q10.JPG,BR:PELD-ILOC:Rocas_Ancoras_2014_rocasAncoras2014fechada110AN_2014_fechada_t1_q10.JPG_occ_6265,Sand gravel,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2014_rocasAncoras2014fechada110AN_2014_fechada_t1_q10.JPG,BR:PELD-ILOC:Rocas_Ancoras_2014_rocasAncoras2014fechada110AN_2014_fechada_t1_q10.JPG_occ_6266,Lithophylloideae,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2014_rocasAncoras2014fechada110AN_2014_fechada_t1_q10.JPG,BR:PELD-ILOC:Rocas_Ancoras_2014_rocasAncoras2014fechada110AN_2014_fechada_t1_q10.JPG_occ_6267,Cyanobacteria,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:146537,Phylum,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2014_rocasAncoras2014fechada110AN_2014_fechada_t1_q10.JPG,BR:PELD-ILOC:Rocas_Ancoras_2014_rocasAncoras2014fechada110AN_2014_fechada_t1_q10.JPG_occ_6268,Turf,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2014_rocasAncoras2014fechada110AN_2014_fechada_t1_q10.JPG,BR:PELD-ILOC:Rocas_Ancoras_2014_rocasAncoras2014fechada110AN_2014_fechada_t1_q10.JPG_occ_6269,Zoantharia,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:607338,Order,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2014_rocasAncoras2014fechada111AN_2014_fechada_t1_q11.JPG,BR:PELD-ILOC:Rocas_Ancoras_2014_rocasAncoras2014fechada111AN_2014_fechada_t1_q11.JPG_occ_6270,Lithophylloideae,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2014_rocasAncoras2014fechada111AN_2014_fechada_t1_q11.JPG,BR:PELD-ILOC:Rocas_Ancoras_2014_rocasAncoras2014fechada111AN_2014_fechada_t1_q11.JPG_occ_6271,Cyanobacteria,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:146537,Phylum,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2014_rocasAncoras2014fechada111AN_2014_fechada_t1_q11.JPG,BR:PELD-ILOC:Rocas_Ancoras_2014_rocasAncoras2014fechada111AN_2014_fechada_t1_q11.JPG_occ_6272,Turf,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2014_rocasAncoras2014fechada111AN_2014_fechada_t1_q11.JPG,BR:PELD-ILOC:Rocas_Ancoras_2014_rocasAncoras2014fechada111AN_2014_fechada_t1_q11.JPG_occ_6273,Zoantharia,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:607338,Order,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2014_rocasAncoras2014fechada11AN_2014_fechada_t1_q1.JPG,BR:PELD-ILOC:Rocas_Ancoras_2014_rocasAncoras2014fechada11AN_2014_fechada_t1_q1.JPG_occ_6274,Sand gravel,Vitor Picolotto,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Rocas_Ancoras_2014_rocasAncoras2014fechada11AN_2014_fechada_t1_q1.JPG,BR:PELD-ILOC:Rocas_Ancoras_2014_rocasAncoras2014fechada11AN_2014_fechada_t1_q1.JPG_occ_6275,Lithophylloideae,Vitor Picolotto,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
