Samples,Locality,Sites,Reef,Lon,Lat,Depth,calcareous.turf,crostose.coralline.algae,Millepora.alcicornis,Phallusia.nigra,Cirripedia,Jania.Amphiroa,Astrangia.Phyllangia,Areia.e.Cascalho,Cianobacterias,Desconhecido,Dictyopteris,Dictyota.sp,Incrusting.sponge,Millepora.incrusting,Mussismilia.hispida,calcareous.articulate.algae,foliaceous.algae,Palythoa.caribaeorum,Porites.astreoides,Quadrado,Sargassum.sp,Siderastrea.spp,Sombra,Agaricia.fragilis,Agaricia.humilis,Halimeda,Mussismilia.harttii,ouriço1,Bryopsis.pennata,Ascidea.colonial,Outro.hydrozoa,Parazoanthus.cf.axinellae,Champia.parvula,Millepora.sp,Muriceopsis.sulphurea,Agaricia.sp,Millepora.nitida,Porites.branneri,Porites.sp,Caulerpa.sp,Caulerpa.verticillata,Dictyopteris.plagiogramma,Massive.sponge,Montastraea.cavernosa,corticated.algae,green.filamentous.algae,Outro.crustaceo,Padina.sp,Papilate.sponge,Poliqueta,Favia.gravida,Mussismilia.leptophylla,Mussismilia.braziliensis,Outro.anthozoa,Stypopodium,Tubular.sponge,Udotea,Ventricaria.ventricosa,Caulerpa.racemosa,Estrela,Peyssonnelia,Anemona,Arborescent.sponge,Botrylloides.nigrum,Carijoa.riisei,Codium.spp,Galaxaura.sp,Gelidium.floridanum,Lobophora.variegata,Macrorhynchia.philippina,Madracis.decactis,Mussismilia.spp,ouriço2,Outra.ascidia,leathery.algae,Schizoporella.sp,Didemnum.perlucidum,Heterogorgia,Idiellana.pristis,Leptogorgia.sp,Octocoral.another,Trididemnum,Ulvophyceae,Codium.intertextum,Colpomenia.sinuosa,Palythoa.variabilis,Globular.sponge,Zoanthus.sociatus,Meandrina.brasiliensis,Outro.echinoderma,Phyllogorgia.dilatata,Plexaurella.grandiflora,Plexaurella.regia,Octhodes.secundiramea,Crinóide,Gelidiella.acerosa,Muricea.flamma,Protopalythoa,Didemnum,Ophiothela.mirabilis,Gelidiopsis,Hypnea.musciformis,Laurencia.sp,Wrangelia,Digenia.sp.,Chaetomorpha.sp,Tricleocarpa.cylindrica
RASO/PML_ANACRIS_18ABRIL13_JPQ_GOPRO3_V2/,manuel_luis,ana_cristina,biogenic,-44.264283,-0.869867,1-7m,0.848,0.048,0,0,0,0,0,0,0,0,0,0.02,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_anaide_21fev2014_fundo_gopro2_1/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,8-15m,0.532,0.06,0,0,0.004,0,0,0.064,0,0.012,0,0.132,0.008,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_anaide_21fev2014_fundo_gopro5_1/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,8-15m,0.58,0.06,0,0,0,0,0,0.076,0,0,0,0.188,0.036,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_anaide_21fev2014_fundo_gopro5_2/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,8-15m,0.612,0.056,0,0,0,0,0,0.012,0,0,0,0.056,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0.144,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_anaide_21fev2014_fundo_goproLu_1/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,8-15m,0.656,0.032,0,0,0,0,0,0.092,0,0,0,0.1,0.008,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0.008,0,0,0,0,0,0,0.072,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro2_1/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,1-7m,0.74,0.016,0,0,0,0,0,0,0,0,0,0.144,0.036,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0.004,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro2_2/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,1-7m,0.456,0.012,0,0,0,0,0,0,0,0,0,0.348,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro2_3/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,1-7m,0.644,0.012,0,0,0,0,0,0.004,0,0,0,0.112,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro3_1/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,1-7m,0.72,0.02,0,0,0,0,0,0.008,0.012,0,0,0.012,0.028,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0.168,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro3_2/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,1-7m,0.756,0.008,0,0,0,0,0,0.004,0,0.028,0,0.012,0.052,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro3_3/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,1-7m,0.744,0.008,0,0,0,0,0,0,0,0,0,0.152,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro3_4/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,1-7m,0.828,0.012,0,0,0,0,0,0,0,0,0,0.096,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro4_1/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,1-7m,0.684,0.008,0,0,0,0,0,0.004,0,0,0,0.196,0.052,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro4_2/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,1-7m,0.768,0,0,0,0,0,0,0.028,0,0,0,0.092,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro4_3/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,1-7m,0.632,0.016,0,0,0,0,0,0,0,0.008,0,0.14,0.072,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro5_1/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,1-7m,0.45,0.01,0,0,0,0,0,0.005,0,0,0,0.515,0.015,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro5_2/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,1-7m,0.32,0.032,0,0,0,0,0,0,0,0,0,0.592,0.02,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0.016,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_gopro5_3/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,1-7m,0.74,0.06,0,0,0,0,0,0,0,0.012,0,0.024,0.096,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.008,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_goproLu_1/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,1-7m,0.724,0.032,0,0,0,0,0,0.044,0,0.004,0,0.06,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_davi_24fev2014_raso_goproLu_2/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,1-7m,0.516,0.052,0,0,0,0,0,0.016,0,0,0,0.076,0.008,0,0,0,0,0,0,0.008,0,0,0.004,0,0,0,0,0.16,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.116,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_edson_21fev2014_fundo_gopro2_2/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,8-15m,0.464,0,0,0,0,0,0,0,0,0,0,0.416,0,0,0,0,0,0.096,0,0,0,0.004,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_edson_21fev2014_fundo_gopro2_3/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,8-15m,0.772,0.016,0,0,0,0,0,0.176,0,0.004,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_edson_21fev2014_fundo_gopro2_4/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,8-15m,0.72,0,0,0,0,0,0,0,0,0.008,0,0.072,0.008,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.008,0,0,0,0.04,0,0,0,0,0,0,0,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_edson_21fev2014_fundo_gopro3_1/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,8-15m,0.453333333,0,0,0,0,0,0,0,0,0,0,0.293333333,0.033333333,0,0,0,0,0,0,0.013333333,0,0.003333333,0,0,0,0,0,0,0,0,0.003333333,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.053333333,0,0.006666667,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_edson_21fev2014_fundo_gopro3_2/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,8-15m,0.412,0.04,0,0,0,0,0,0.236,0,0,0,0.12,0.008,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0.004,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_edson_21fev2014_fundo_gopro3_3/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,8-15m,0.64,0.008,0,0,0,0,0,0.036,0,0.008,0,0.22,0,0,0,0,0,0.024,0,0.004,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_edson_21fev2014_fundo_gopro3_4/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,8-15m,0.58,0.028,0,0,0,0,0,0.04,0,0.02,0,0.04,0.008,0,0,0.008,0.004,0.12,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_edson_21fev2014_fundo_gopro5_3/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,8-15m,0.488,0.056,0,0,0,0,0,0.144,0,0,0,0.272,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_edson_21fev2014_fundo_gopro5_4/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,8-15m,0.436,0.048,0,0,0,0,0,0.096,0,0,0,0.232,0,0,0,0,0.008,0.104,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0.024,0.016,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_edson_21fev2014_fundo_gopro5_5/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,8-15m,0.52,0.08,0,0,0,0,0,0.14,0,0,0,0.108,0,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0.008,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0
Ilha_Escalvada/Escalvada_edson_21fev2014_fundo_gopro6_1/,espirito_santo,escalvada,rocky,-40.407589,-20.699631,8-15m,0.284,0.212,0,0,0,0,0,0.272,0,0.016,0,0.172,0.036,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Rasa/Rasa_anaide_22fev2014_fundo_gopro2_1/,espirito_santo,ilhas_rasas,rocky,-40.366164,-20.676614,8-15m,0.416,0.012,0,0,0,0,0,0.272,0,0,0,0.02,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.032,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Rasa/Rasa_anaide_22fev2014_fundo_gopro2_2/,espirito_santo,ilhas_rasas,rocky,-40.366164,-20.676614,8-15m,0.584,0.044,0,0,0,0,0,0.052,0,0,0,0.072,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0,0.028,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Rasa/Rasa_anaide_22fev2014_fundo_gopro2_3/,espirito_santo,ilhas_rasas,rocky,-40.366164,-20.676614,8-15m,0.564,0.04,0,0,0,0,0,0.032,0,0.004,0,0.08,0.02,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.084,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Rasa/Rasa_anaide_22fev2014_fundo_gopro3_1/,espirito_santo,ilhas_rasas,rocky,-40.366164,-20.676614,8-15m,0.552,0.032,0,0,0,0,0,0.204,0.008,0,0,0.036,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Rasa/Rasa_anaide_22fev2014_fundo_gopro3_2/,espirito_santo,ilhas_rasas,rocky,-40.366164,-20.676614,8-15m,0.472,0,0,0,0,0,0,0.336,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Rasa/Rasa_anaide_22fev2014_fundo_gopro3_3/,espirito_santo,ilhas_rasas,rocky,-40.366164,-20.676614,8-15m,0.776,0.008,0,0,0,0,0,0,0,0.008,0,0.064,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Rasa/Rasa_anaide_22fev2014_fundo_gopro4_1/,espirito_santo,ilhas_rasas,rocky,-40.366164,-20.676614,8-15m,0.32,0,0,0,0,0,0,0.364,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Rasa/Rasa_anaide_22fev2014_fundo_gopro4_2/,espirito_santo,ilhas_rasas,rocky,-40.366164,-20.676614,8-15m,0.716,0.008,0,0,0,0,0,0,0,0.004,0,0.06,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Rasa/Rasa_anaide_22fev2014_fundo_gopro4_3/,espirito_santo,ilhas_rasas,rocky,-40.366164,-20.676614,8-15m,0.66,0.005,0.045,0,0,0,0,0.005,0,0.01,0,0.145,0,0.01,0,0.01,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Rasa/Rasa_anaide_22fev2014_raso_gopro2_4/,espirito_santo,ilhas_rasas,rocky,-40.366164,-20.676614,1-7m,0.612,0.016,0,0,0,0,0,0.008,0,0,0,0.02,0.012,0,0,0.016,0,0,0,0,0,0.008,0,0,0,0,0,0.064,0,0,0.068,0,0,0.008,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha_Rasa/Rasa_anaide_22fev2014_raso_gopro2_5/,espirito_santo,ilhas_rasas,rocky,-40.366164,-20.676614,1-7m,0.596,0.168,0,0,0,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0.044,0,0,0.012,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0
